"Quick Product Creation","Hurtig vareoprettelse"
"Quick product creation","Hurtig vareoprettelse"
"Attributes","Egenskaber"
"Editable","Kan ændres"
"Apply default value","Tilføj standard værdier"
"Default value","Standard værdi"
"Stock","Lager"
"Manage stock","Administrere lager"
"Display stock level input","Vis lagerniveau input"
"Display notify qty input","Vis oplys lager input"
"Display back orders input","Vis restordre input"
"Miscelaneous","Diverse"
"Associate products to websites","Tilknyt produkter til website"
"Default attribute set","Standard egenskabssæt"
"Add row","Tilføj række"
"Create product(s)","Opret vare(r)"
"Error creating product %s : %s","Fejl under oprettesle af varer %s : %s"
"Product %s (%s) created","Varer %s (%s) oprettet"
"Results","Resultater"
"edit","Ændre"
"Back","Tilbage"
"Sku %s already used","Varernummer %s er allerede i brug"
